HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,PC MCTA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,Unnamed: 65,county_fips
LI - East Baltimore County,1247300288,HPSA Population,Primary Care,15,10,MD,Proposed For Withdrawal,06/28/2022,09/22/2025,Unknown,24005451803,Not applicable,,6.0444,56223.0,11.6,9302:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,"Census Tract 4518.03, Baltimore County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,18133,38090,0,LI,,3000:1,,12.6956,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
LI - East Baltimore County,1247300288,HPSA Population,Primary Care,15,10,MD,Proposed For Withdrawal,06/28/2022,09/22/2025,Unknown,24005451802,Not applicable,,6.0444,56223.0,11.6,9302:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,"Census Tract 4518.02, Baltimore County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,18133,38090,0,LI,,3000:1,,12.6956,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Glen-Falstaff,1247127746,HPSA Population,Primary Care,16,,MD,Withdrawn,09/03/2010,06/25/2019,Unknown,24510280101,Not applicable,06/25/2019,0.5400,7361.0,22.1,13631:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2801.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1620,5741,0,M,,3000:1,,1.9100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Glen-Falstaff,1247127746,HPSA Population,Primary Care,16,,MD,Withdrawn,09/03/2010,06/25/2019,Unknown,24510271900,Not applicable,06/25/2019,0.5400,7361.0,22.1,13631:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2719,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1620,5741,0,M,,3000:1,,1.9100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Glen-Falstaff,1247127746,HPSA Population,Primary Care,16,,MD,Withdrawn,09/03/2010,06/25/2019,Unknown,24510272007,Not applicable,06/25/2019,0.5400,7361.0,22.1,13631:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2720.07,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1620,5741,0,M,,3000:1,,1.9100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Glen-Falstaff,1247127746,HPSA Population,Primary Care,16,,MD,Withdrawn,09/03/2010,06/25/2019,Unknown,24510272006,Not applicable,06/25/2019,0.5400,7361.0,22.1,13631:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2720.06,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1620,5741,0,M,,3000:1,,1.9100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806300,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8063, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805201,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8052.01, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806200,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8062, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033807102,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8071.02, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806713,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8067.13, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805907,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8059.07, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806714,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8067.14, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806706,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8067.06, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806800,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8068, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805202,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8052.02, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806900,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8069, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033803900,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8039, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033807305,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8073.05, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805500,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8055, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806400,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8064, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804001,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8040.01, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806501,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8065.01, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805601,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8056.01, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806601,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8066.01, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804200,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8042, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806602,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8066.02, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804101,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8041.01, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805802,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8058.02, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804102,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8041.02, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804300,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8043, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805000,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8050, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804400,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8044, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804002,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8040.02, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804600,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8046, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805101,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8051.01, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804700,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8047, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805801,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8058.01, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805904,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8059.04, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805909,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8059.09, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806000,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8060, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033806100,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8061, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033807301,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8073.01, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
