HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,PC MCTA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,Unnamed: 65,county_fips
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420303,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4203.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Low Income - Park West,1249992412,HPSA Population,Primary Care,0,,MD,Withdrawn,04/06/1978,09/03/2010,Metropolitan,24510271802,Not applicable,09/03/2010,0.0000,0.0,,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2718.02,,MD,CT,Census Tract,Low Income Population HPSA,0,0,M,LI,,3000:1,,0.0000,W,Hpsa Pop,2010/09/03,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Low Income - Park West,1249992412,HPSA Population,Primary Care,0,,MD,Withdrawn,04/06/1978,09/03/2010,Metropolitan,24510151300,Not applicable,09/03/2010,0.0000,0.0,,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1513,,MD,CT,Census Tract,Low Income Population HPSA,0,0,M,LI,,3000:1,,0.0000,W,Hpsa Pop,2010/09/03,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Low Income - Park West,1249992412,HPSA Population,Primary Care,0,,MD,Withdrawn,04/06/1978,09/03/2010,Metropolitan,24510271600,Not applicable,09/03/2010,0.0000,0.0,,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2716,,MD,CT,Census Tract,Low Income Population HPSA,0,0,M,LI,,3000:1,,0.0000,W,Hpsa Pop,2010/09/03,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Low Income - Park West,1249992412,HPSA Population,Primary Care,0,,MD,Withdrawn,04/06/1978,09/03/2010,Metropolitan,24510271700,Not applicable,09/03/2010,0.0000,0.0,,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2717,,MD,CT,Census Tract,Low Income Population HPSA,0,0,M,LI,,3000:1,,0.0000,W,Hpsa Pop,2010/09/03,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Low Income - Park West,1249992412,HPSA Population,Primary Care,0,,MD,Withdrawn,04/06/1978,09/03/2010,Metropolitan,24510280101,Not applicable,09/03/2010,0.0000,0.0,,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2801.01,,MD,CT,Census Tract,Low Income Population HPSA,0,0,M,LI,,3000:1,,0.0000,W,Hpsa Pop,2010/09/03,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
West Baltimore,1249992411,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/20/1978,09/20/1999,Metropolitan,24510180100,Not applicable,09/20/1999,10.2000,0.0,41.8,0:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1801,,MD,CT,Census Tract,Geographic Population,35700,-35700,M,TRC,,3500:1,0,0.0000,W,Hpsa Geo,1999/09/20,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
West Baltimore,1249992411,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/20/1978,09/20/1999,Metropolitan,24510200300,Not applicable,09/20/1999,10.2000,0.0,41.8,0:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2003,,MD,CT,Census Tract,Geographic Population,35700,-35700,M,TRC,,3500:1,0,0.0000,W,Hpsa Geo,1999/09/20,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
West Baltimore,1249992411,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/20/1978,09/20/1999,Metropolitan,24510200500,Not applicable,09/20/1999,10.2000,0.0,41.8,0:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2005,,MD,CT,Census Tract,Geographic Population,35700,-35700,M,TRC,,3500:1,0,0.0000,W,Hpsa Geo,1999/09/20,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
West Baltimore,1249992411,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/20/1978,09/20/1999,Metropolitan,24510200400,Not applicable,09/20/1999,10.2000,0.0,41.8,0:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2004,,MD,CT,Census Tract,Geographic Population,35700,-35700,M,TRC,,3500:1,0,0.0000,W,Hpsa Geo,1999/09/20,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
West Baltimore,1249992411,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/20/1978,09/20/1999,Metropolitan,24510180200,Not applicable,09/20/1999,10.2000,0.0,41.8,0:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1802,,MD,CT,Census Tract,Geographic Population,35700,-35700,M,TRC,,3500:1,0,0.0000,W,Hpsa Geo,1999/09/20,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
West Baltimore,1249992411,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/20/1978,09/20/1999,Metropolitan,24510180300,Not applicable,09/20/1999,10.2000,0.0,41.8,0:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1803,,MD,CT,Census Tract,Geographic Population,35700,-35700,M,TRC,,3500:1,0,0.0000,W,Hpsa Geo,1999/09/20,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
West Baltimore,1249992411,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/20/1978,09/20/1999,Metropolitan,24510190100,Not applicable,09/20/1999,10.2000,0.0,41.8,0:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1901,,MD,CT,Census Tract,Geographic Population,35700,-35700,M,TRC,,3500:1,0,0.0000,W,Hpsa Geo,1999/09/20,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
West Baltimore,1249992411,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/20/1978,09/20/1999,Metropolitan,24510200200,Not applicable,09/20/1999,10.2000,0.0,41.8,0:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2002,,MD,CT,Census Tract,Geographic Population,35700,-35700,M,TRC,,3500:1,0,0.0000,W,Hpsa Geo,1999/09/20,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
West Baltimore,1249992411,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/20/1978,09/20/1999,Metropolitan,24510190200,Not applicable,09/20/1999,10.2000,0.0,41.8,0:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1902,,MD,CT,Census Tract,Geographic Population,35700,-35700,M,TRC,,3500:1,0,0.0000,W,Hpsa Geo,1999/09/20,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
West Baltimore,1249992411,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/20/1978,09/20/1999,Metropolitan,24510190300,Not applicable,09/20/1999,10.2000,0.0,41.8,0:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1903,,MD,CT,Census Tract,Geographic Population,35700,-35700,M,TRC,,3500:1,0,0.0000,W,Hpsa Geo,1999/09/20,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
West Baltimore,1249992411,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/20/1978,09/20/1999,Metropolitan,24510200100,Not applicable,09/20/1999,10.2000,0.0,41.8,0:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2001,,MD,CT,Census Tract,Geographic Population,35700,-35700,M,TRC,,3500:1,0,0.0000,W,Hpsa Geo,1999/09/20,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
East Baltimore,1249992410,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510060400,Not applicable,03/19/1984,47.0000,41373.0,0.0,880:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,604,,MD,CT,Census Tract,Geographic Population,164500,-123127,M,TRC,,3500:1,41373,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
East Baltimore,1249992410,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510100100,Not applicable,03/19/1984,47.0000,41373.0,0.0,880:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1001,,MD,CT,Census Tract,Geographic Population,164500,-123127,M,TRC,,3500:1,41373,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
East Baltimore,1249992410,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24017851302,Not applicable,03/19/1984,47.0000,41373.0,0.0,880:1,Geographic Population,Non-Rural,,,,N,"Charles County, MD",,Region 3,MD,24017,24,Maryland,Charles,017,1,,,8513.02,,MD,CT,Census Tract,Geographic Population,164500,-123127,M,TRC,,3500:1,41373,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24017,24,Maryland,N,N,06/15/2026,2026/06/15,,24017
East Baltimore,1249992410,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510100200,Not applicable,03/19/1984,47.0000,41373.0,0.0,880:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1002,,MD,CT,Census Tract,Geographic Population,164500,-123127,M,TRC,,3500:1,41373,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
"Mobile Medical Care, Inc.",124999240F,Federally Qualified Health Center,Primary Care,21,17,MD,Designated,12/12/2016,09/22/2025,Unknown,POINT,,,,132325.0,,,,Non-Rural,-77.11095407,39.05913772,03E00324,N,"Montgomery County, MD",20852,Region 3,MD,24031,24,Maryland,Montgomery,031,1,12320 Parklawn Dr,Rockville,"Mobile Medical Care, Inc.",124999240F,,UNK,Unknown,Federally Qualified Health Center,,,0,,20852-1726,,,,D,FQHC,,24,Maryland,,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
North Caroline Service Area,124999240D,Geographic HPSA,Primary Care,12,,MD,Withdrawn,07/30/2014,07/02/2018,Unknown,24011955100,Not applicable,07/02/2018,4.0000,21662.0,,5416:1,Geographic Population,Rural,,,,N,"Caroline County, MD",,Region 3,MD,24011,24,Maryland,Caroline,011,1,,,9551,,MD,CT,Census Tract,Geographic Population,14000,7662,0,TRC,,3500:1,21662,2.1900,W,Hpsa Geo,2018/07/02,24,Maryland,Not Applicable,R,MD,24011,24,Maryland,N,N,06/15/2026,2026/06/15,,24011
North Caroline Service Area,124999240D,Geographic HPSA,Primary Care,12,,MD,Withdrawn,07/30/2014,07/02/2018,Unknown,24011955202,Not applicable,07/02/2018,4.0000,21662.0,,5416:1,Geographic Population,Rural,,,,N,"Caroline County, MD",,Region 3,MD,24011,24,Maryland,Caroline,011,1,,,9552.02,,MD,CT,Census Tract,Geographic Population,14000,7662,0,TRC,,3500:1,21662,2.1900,W,Hpsa Geo,2018/07/02,24,Maryland,Not Applicable,R,MD,24011,24,Maryland,N,N,06/15/2026,2026/06/15,,24011
North Caroline Service Area,124999240D,Geographic HPSA,Primary Care,12,,MD,Withdrawn,07/30/2014,07/02/2018,Unknown,24011955302,Not applicable,07/02/2018,4.0000,21662.0,,5416:1,Geographic Population,Rural,,,,N,"Caroline County, MD",,Region 3,MD,24011,24,Maryland,Caroline,011,1,,,9553.02,,MD,CT,Census Tract,Geographic Population,14000,7662,0,TRC,,3500:1,21662,2.1900,W,Hpsa Geo,2018/07/02,24,Maryland,Not Applicable,R,MD,24011,24,Maryland,N,N,06/15/2026,2026/06/15,,24011
North Caroline Service Area,124999240D,Geographic HPSA,Primary Care,12,,MD,Withdrawn,07/30/2014,07/02/2018,Unknown,24011955301,Not applicable,07/02/2018,4.0000,21662.0,,5416:1,Geographic Population,Rural,,,,N,"Caroline County, MD",,Region 3,MD,24011,24,Maryland,Caroline,011,1,,,9553.01,,MD,CT,Census Tract,Geographic Population,14000,7662,0,TRC,,3500:1,21662,2.1900,W,Hpsa Geo,2018/07/02,24,Maryland,Not Applicable,R,MD,24011,24,Maryland,N,N,06/15/2026,2026/06/15,,24011
North Caroline Service Area,124999240D,Geographic HPSA,Primary Care,12,,MD,Withdrawn,07/30/2014,07/02/2018,Unknown,24011955201,Not applicable,07/02/2018,4.0000,21662.0,,5416:1,Geographic Population,Rural,,,,N,"Caroline County, MD",,Region 3,MD,24011,24,Maryland,Caroline,011,1,,,9552.01,,MD,CT,Census Tract,Geographic Population,14000,7662,0,TRC,,3500:1,21662,2.1900,W,Hpsa Geo,2018/07/02,24,Maryland,Not Applicable,R,MD,24011,24,Maryland,N,N,06/15/2026,2026/06/15,,24011
North Caroline Service Area,124999240D,Geographic HPSA,Primary Care,12,,MD,Withdrawn,07/30/2014,07/02/2018,Unknown,24011955000,Not applicable,07/02/2018,4.0000,21662.0,,5416:1,Geographic Population,Rural,,,,N,"Caroline County, MD",,Region 3,MD,24011,24,Maryland,Caroline,011,1,,,9550,,MD,CT,Census Tract,Geographic Population,14000,7662,0,TRC,,3500:1,21662,2.1900,W,Hpsa Geo,2018/07/02,24,Maryland,Not Applicable,R,MD,24011,24,Maryland,N,N,06/15/2026,2026/06/15,,24011
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510160300,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1603,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510040200,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,402,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510150200,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1502,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510140300,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1403,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510170200,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1702,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510170100,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1701,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510160100,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1601,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510160200,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1602,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510170300,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1703,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510160400,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1604,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510140100,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1401,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510150100,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1501,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510210100,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2101,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Constant Care,1249992409,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/21/1978,03/19/1984,Metropolitan,24510140200,Not applicable,03/19/1984,42.0000,56410.0,43.0,1343:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1402,,MD,CT,Census Tract,Geographic Population,147000,-90590,M,TRC,,3500:1,56410,,W,Hpsa Geo,1984/03/19,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Owensville,1249992408,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/24/1978,05/30/1997,Metropolitan,24003701200,Not applicable,05/30/1997,5.0000,30418.0,6.2,6084:1,Geographic Population,Non-Rural,,,,N,"Anne Arundel County, MD",,Region 3,MD,24003,24,Maryland,Anne Arundel,003,1,,,7012,,MD,CT,Census Tract,Geographic Population,17500,12918,M,TRC,,3500:1,30418,3.7000,W,Hpsa Geo,1997/05/30,24,Maryland,Not Applicable,N,MD,24003,24,Maryland,N,N,06/15/2026,2026/06/15,,24003
Owensville,1249992408,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/24/1978,05/30/1997,Metropolitan,24003701400,Not applicable,05/30/1997,5.0000,30418.0,6.2,6084:1,Geographic Population,Non-Rural,,,,N,"Anne Arundel County, MD",,Region 3,MD,24003,24,Maryland,Anne Arundel,003,1,,,7014,,MD,CT,Census Tract,Geographic Population,17500,12918,M,TRC,,3500:1,30418,3.7000,W,Hpsa Geo,1997/05/30,24,Maryland,Not Applicable,N,MD,24003,24,Maryland,N,N,06/15/2026,2026/06/15,,24003
Owensville,1249992408,Geographic HPSA,Primary Care,0,,MD,Withdrawn,03/24/1978,05/30/1997,Metropolitan,24003701300,Not applicable,05/30/1997,5.0000,30418.0,6.2,6084:1,Geographic Population,Non-Rural,,,,N,"Anne Arundel County, MD",,Region 3,MD,24003,24,Maryland,Anne Arundel,003,1,,,7013,,MD,CT,Census Tract,Geographic Population,17500,12918,M,TRC,,3500:1,30418,3.7000,W,Hpsa Geo,1997/05/30,24,Maryland,Not Applicable,N,MD,24003,24,Maryland,N,N,06/15/2026,2026/06/15,,24003
Cherry Hill,1249992407,Geographic HPSA,Primary Care,0,,MD,Withdrawn,05/22/1978,07/30/1987,Metropolitan,24510250301,Not applicable,07/30/1987,11.7000,24476.0,34.0,2092:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2503.01,,MD,CT,Census Tract,Geographic Population,40950,-16474,M,TRC,,3500:1,24476,,W,Hpsa Geo,1987/07/30,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Cherry Hill,1249992407,Geographic HPSA,Primary Care,0,,MD,Withdrawn,05/22/1978,07/30/1987,Metropolitan,24510250205,Not applicable,07/30/1987,11.7000,24476.0,34.0,2092:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2502.05,,MD,CT,Census Tract,Geographic Population,40950,-16474,M,TRC,,3500:1,24476,,W,Hpsa Geo,1987/07/30,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Cherry Hill,1249992407,Geographic HPSA,Primary Care,0,,MD,Withdrawn,05/22/1978,07/30/1987,Metropolitan,24510250303,Not applicable,07/30/1987,11.7000,24476.0,34.0,2092:1,Geographic Population,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2503.03,,MD,CT,Census Tract,Geographic Population,40950,-16474,M,TRC,,3500:1,24476,,W,Hpsa Geo,1987/07/30,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
